"RefSeq.mRNA" "Transcript_length" "UTR_length"
"61486" "" 2490 254
"61487" "NM_001161376" 1496 193
"61488" "" 4294 2111
"61489" "" 1933 122
"61490" "NM_001287059" 5169 125
"61491" "NM_001199240" 1598 189
"61492" "NM_001162530" 2519 219
"61493" "NM_001281476" 2791 69
"61494" "NM_001105209" 645 3
"61495" "NM_001105208" 645 3
"61496" "NM_001289035" 1945 235
"61497" "" 1197 48
"61498" "" 1197 151
"61499" "" 1197 316
"61500" "" 3585 2
"61501" "" 3585 1207
"61502" "" 590 88
"61503" "" 590 93
"61504" "" 590 55
"61505" "NM_001110792" 1729 132
"61506" "NM_002586" 3210 1645
"61507" "" 4834 1653
"61508" "" 452 139
"61509" "" 1334 428
"61510" "NM_001193536" 7237 1039
"61511" "" 6116 1282
"61512" "NM_001171192" 2438 303
"61513" "NM_205839" 764 232
"61514" "NM_001012759" 1751 134
"61515" "NM_001256417" 2133 80
"61516" "NM_001135005" 2818 1173
"61517" "NM_002121" 1560 3
"61518" "NM_002121" 1560 662
"61519" "" 1158 627
"61520" "NM_001135721" 3442 10
"61521" "" 889 13
"61522" "" 889 490
"61523" "NM_001319842" 4398 139
"61524" "NM_001319842" 4398 43
"61525" "NM_001319842" 4398 677
"61526" "NM_001319842" 4398 122
"61527" "NM_001319842" 4398 81
"61528" "NM_001319842" 4398 55
"61529" "NM_001319842" 4398 104
"61530" "NM_001319842" 4398 146
"61531" "NM_001319842" 4398 168
"61532" "NM_001319842" 4398 182
"61533" "NM_001319842" 4398 100
"61534" "NM_001319842" 4398 63
"61535" "NM_001319842" 4398 917
"61536" "" 1546 12
"61537" "NM_022551" 613 43
"61538" "" 940 58
"61539" "" 570 84
"61540" "" 570 93
"61541" "" 570 73
"61542" "" 570 72
"61543" "" 570 91
"61544" "" 570 20
"61545" "NM_001134771" 3593 96
"61546" "" 503 48
"61547" "" 503 197
"61548" "" 1947 105
"61549" "" 1947 81
"61550" "" 1947 155
"61551" "" 1947 337
"61552" "" 579 5
"61553" "NM_001195304" 812 362
"61554" "NM_030883" 3021 1607
"61555" "NM_001303282" 2261 504
"61556" "NM_001287497" 2659 111
"61557" "" 3037 206
"61558" "" 739 104
"61559" "NM_020218" 3523 2457
"61560" "" 4324 509
"61561" "" 4324 95
"61562" "" 4324 260
"61563" "" 4324 74
"61564" "" 4324 97
"61565" "" 4324 129
"61566" "" 4324 239
"61567" "" 1030 267
"61568" "" 1868 428
"61569" "" 1483 729
"61570" "NM_001136003" 1757 108
"61571" "NM_030651" 1909 862
"61572" "" 2205 846
"61573" "" 2205 349
"61574" "" 2922 97
"61575" "" 2922 39
"61576" "" 2922 139
"61577" "" 2922 103
"61578" "" 2922 77
"61579" "" 2922 126
"61580" "" 2922 68
"61581" "" 2922 64
"61582" "" 2922 72
"61583" "" 2922 80
"61584" "" 2922 76
"61585" "" 2922 77
"61586" "" 2922 73
"61587" "" 2922 90
"61588" "" 2922 66
"61589" "" 2922 161
"61590" "" 2922 1172
"61591" "" 998 132
"61592" "" 998 204
"61593" "" 998 111
"61594" "" 998 250
"61595" "NM_001304561" 1460 5
"61596" "" 1688 198
"61597" "" 780 103
"61598" "" 780 215
"61599" "" 780 141
"61600" "" 2794 2101
"61601" "NM_001085400" 1350 2
"61602" "NM_001085400" 1350 441
"61603" "NM_001166538" 555 232
"61604" "NM_001122825" 3482 1534
"61605" "NM_001122827" 3482 1534
"61606" "" 331 160
"61607" "" 331 37
"61608" "" 5626 572
"61609" "" 5626 3592
"61610" "" 2961 280
"61611" "NM_001143917" 1228 537
"61612" "" 603 323
"61613" "" 626 175
"61614" "NM_001001994" 3957 3087
"61615" "NM_001193380" 2757 1069
"61616" "NM_014234" 990 176
"61617" "" 2309 225
"61618" "" 2309 112
"61619" "" 2309 266
"61620" "" 735 129
"61621" "" 735 120
"61622" "" 735 178
"61623" "" 1496 33
"61624" "" 1496 119
"61625" "" 1496 138
"61626" "" 1496 139
"61627" "" 1496 108
"61628" "" 1496 84
"61629" "" 1496 329
"61630" "" 547 134
"61631" "" 610 145
"61632" "" 526 219
"61633" "" 636 91
"61634" "" 636 57
"61635" "NM_014759" 3200 1631
"61636" "NM_001278233" 1113 22
"61637" "NM_001190455" 2093 389
"61638" "" 722 38
"61639" "" 722 142
"61640" "" 722 116
"61641" "" 722 124
"61642" "" 722 159
"61643" "NM_001284518" 1662 338
"61644" "" 2075 120
"61645" "" 2075 206
"61646" "" 2075 140
"61647" "" 2075 118
"61648" "" 2075 117
"61649" "" 2075 140
"61650" "" 2075 902
"61651" "NM_001204171" 9926 8436
"61652" "" 1506 219
"61653" "NM_002120" 1372 452
"61654" "NM_005726" 2192 1000
"61655" "" 570 306
"61656" "NM_001244734" 4376 2675
"61657" "" 4168 2186
"61658" "" 976 383
"61659" "" 976 117
"61660" "NM_080686" 6861 184
"61661" "" 814 91
"61662" "" 814 101
"61663" "" 814 102
"61664" "" 814 141
"61665" "" 814 53
"61666" "NM_021032" 3058 1499
"61667" "" 1098 303
"61668" "" 688 88
"61669" "" 688 466
"61670" "" 2359 60
"61671" "" 2359 80
"61672" "" 2359 35
"61673" "" 2359 94
"61674" "" 2359 74
"61675" "" 2359 119
"61676" "" 2359 102
"61677" "" 2359 47
"61678" "" 2359 68
"61679" "" 2359 1453
"61680" "" 5326 20
"61681" "" 5326 123
"61682" "" 5326 81
"61683" "" 5326 59
"61684" "" 5326 343
"61685" "" 5326 177
"61686" "" 5326 181
"61687" "" 5326 74
"61688" "" 5326 81
"61689" "" 5326 104
"61690" "" 5326 178
"61691" "" 5326 65
"61692" "" 5326 222
"61693" "" 5326 164
"61694" "" 5326 145
"61695" "" 5326 1818
"61696" "" 5326 148
"61697" "" 5326 958
"61698" "NM_001105540" 4086 606
"61699" "NM_001162501" 18279 12565
"61700" "" 789 73
"61701" "" 789 93
"61702" "" 789 409
"61703" "NM_173596" 1968 114
"61704" "" 1702 111
"61705" "" 1702 339
"61706" "" 946 117
"61707" "" 946 56
"61708" "" 946 102
"61709" "" 946 133
"61710" "" 946 101
"61711" "" 946 56
"61712" "" 946 127
"61713" "NM_016426" 3112 679
"61714" "NM_001014988" 1262 6
"61715" "NM_001014988" 1262 260
"61716" "NM_130463" 1351 945
"61717" "NM_001318970" 607 120
"61718" "NM_004847" 607 120
"61719" "NM_001536" 1327 201
"61720" "" 537 284
"61721" "" 4509 3204
"61722" "NM_001320" 948 143
"61723" "NM_001282385" 948 143
"61724" "" 4159 157
"61725" "NM_001256915" 1210 348
"61726" "NM_001242417" 2067 253
"61727" "NM_025263" 2254 1227
"61728" "NM_007370" 1655 513
"61729" "NM_001206801" 1655 513
"61730" "NM_001146205" 3116 981
"61731" "" 3967 1511
"61732" "" 13452 218
"61733" "" 499 120
"61734" "NM_014046" 1532 597
"61735" "" 288 56
"61736" "" 288 58
"61737" "NM_005510" 1628 66
"61738" "" 843 130
"61739" "" 843 191
"61740" "" 843 112
"61741" "" 843 125
"61742" "" 584 1
"61743" "NM_001004341" 1976 604
"61744" "NM_001127691" 1303 286
"61745" "NM_001293215" 2632 1028
"61746" "NM_001293216" 2632 1028
"61747" "" 3586 48
"61748" "" 3586 108
"61749" "" 3586 52
"61750" "" 3586 151
"61751" "" 3586 132
"61752" "" 3586 71
"61753" "" 3586 86
"61754" "" 3586 145
"61755" "" 3586 90
"61756" "" 3586 100
"61757" "" 3586 163
"61758" "" 3586 205
"61759" "" 3586 233
"61760" "" 3586 131
"61761" "" 3586 128
"61762" "" 3586 1479
"61763" "NM_001300966" 3005 325
"61764" "NM_004639" 3751 102
"61765" "" 1496 157
"61766" "" 1496 124
"61767" "NM_001102653" 7069 3780
"61768" "NM_001130518" 4232 1618
"61769" "NM_001145394" 1909 595
"61770" "NM_001201340" 2650 35
"61771" "" 908 143
"61772" "NM_001256742" 2760 259
"61773" "NM_001320001" 3080 1103
"61774" "NM_001126104" 3080 1103
"61775" "" 552 61
"61776" "" 552 90
"61777" "NM_001142310" 3460 2239
"61778" "" 930 102
"61779" "" 930 44
"61780" "" 930 258
"61781" "NM_000595" 1422 630
"61782" "" 388 126
"61783" "" 872 119
"61784" "" 872 528
"61785" "" 3079 320
"61786" "NM_001161012" 2347 1204
"61787" "NM_004557" 6742 593
"61788" "NM_004557" 6742 593
"61789" "NM_001318970" 607 120
"61790" "NM_004847" 607 120
"61791" "NM_001271999" 6985 583
"61792" "" 3772 39
"61793" "" 3772 208
"61794" "" 3772 700
"61795" "" 3772 72
"61796" "" 3772 88
"61797" "" 3772 1211
"61798" "" 3772 77
"61799" "" 3772 127
"61800" "" 3772 150
"61801" "" 3772 464
"61802" "" 3772 117
"61803" "" 3772 223
"61804" "NM_001166103" 1367 461
"61805" "" 3552 147
"61806" "" 3552 129
"61807" "" 3552 136
"61808" "" 3552 97
"61809" "" 3552 195
"61810" "" 3552 151
"61811" "" 3552 165
"61812" "" 3552 284
"61813" "NM_001143830" 2286 1038
"61814" "" 1305 186
"61815" "" 1305 347
"61816" "NM_001198614" 3119 684
"61817" "NM_001198608" 3119 684
"61818" "NM_001105544" 1515 601
"61819" "" 679 31
"61820" "" 679 179
"61821" "" 679 45
"61822" "" 2323 1969
"61823" "" 3942 859
"61824" "" 2823 1028
"61825" "NM_007160" 1584 154
"61826" "" 2446 127
"61827" "" 1677 371
"61828" "" 796 118
"61829" "NM_205854" 451 134
"61830" "NM_017644" 7380 5190
"61831" "" 571 9
"61832" "" 1555 649
"61833" "" 1084 310
"61834" "NM_001319090" 2605 12
"61835" "NM_001319089" 2605 12
"61836" "NM_001319088" 2605 12
"61837" "NM_001032372" 2605 12
"61838" "" 1464 40
"61839" "" 1464 179
"61840" "" 1464 145
"61841" "" 1464 621
"61842" "NM_001143994" 1450 451
"61843" "" 741 109
"61844" "" 741 125
"61845" "NM_001009606" 1273 126
"61846" "NM_003449" 3478 1420
"61847" "NM_001142308" 6880 240
"61848" "" 6629 109
"61849" "" 500 28
"61850" "" 500 113
"61851" "" 500 93
"61852" "NM_001304838" 1488 415
"61853" "" 3636 1529
"61854" "" 1440 177
"61855" "NM_025256" 3856 324
"61856" "NM_002701" 1420 263
"61857" "NM_001204898" 1061 267
"61858" "" 617 78
"61859" "" 749 164
"61860" "" 749 115
"61861" "" 749 164
"61862" "" 749 98
"61863" "" 1374 61
"61864" "" 1374 77
"61865" "" 1374 80
"61866" "" 1374 495
"61867" "" 1374 47
"61868" "" 923 356
"61869" "NM_001243079" 1930 202
"61870" "" 2983 800
"61871" "" 624 41
"61872" "" 624 80
"61873" "" 624 204
"61874" "" 5464 1719
"61875" "NM_001135753" 2084 58
"61876" "" 3268 2549
"61877" "NM_173490" 1535 86
"61878" "" 540 70
"61879" "" 540 34
"61880" "" 540 41
"61881" "" 812 55
"61882" "" 812 164
"61883" "NM_001297653" 3678 859
"61884" "" 5019 1661
"61885" "NM_001282940" 1795 225
"61886" "" 796 118
"61887" "NM_152990" 2108 1218
"61888" "NM_001159740" 1507 630
"61889" "" 1292 72
"61890" "" 1292 29
"61891" "" 1292 65
"61892" "" 1292 159
"61893" "" 1292 67
"61894" "" 1292 70
"61895" "" 1292 57
"61896" "" 1292 32
"61897" "" 1292 62
"61898" "" 1292 451
"61899" "" 1831 59
"61900" "" 1831 407
"61901" "" 1831 150
"61902" "" 1831 892
"61903" "" 884 459
"61904" "" 1476 179
"61905" "" 1548 109
"61906" "" 1548 118
"61907" "" 1548 502
"61908" "" 1548 351
"61909" "NM_033554" 1704 11
"61910" "NM_033554" 1704 778
"61911" "NM_001242524" 1704 11
"61912" "NM_001242524" 1704 778
"61913" "NM_001242525" 1704 11
"61914" "NM_001242525" 1704 778
"61915" "" 782 310
"61916" "" 1084 299
"61917" "NM_002441" 1636 144
"61918" "NM_172166" 1636 144
"61919" "NM_006916" 2130 1434
"61920" "NM_005275" 7490 4694
"61921" "NM_001142676" 3255 1997
"61922" "" 748 246
"61923" "" 748 174
"61924" "" 672 97
"61925" "" 672 155
"61926" "" 672 78
"61927" "NM_002042" 2820 1268
"61928" "" 469 90
"61929" "" 469 86
"61930" "NM_001277303" 1687 18
"61931" "NM_001002030" 2341 1158
"61932" "" 2242 88
"61933" "" 2242 200
"61934" "" 2242 54
"61935" "" 2242 385
"61936" "" 887 71
"61937" "" 887 79
"61938" "" 887 436
"61939" "NM_207015" 9865 7348
"61940" "NM_001278380" 1318 232
"61941" "" 650 157
"61942" "NM_130463" 1351 945
"61943" "" 527 173
"61944" "" 1104 411
"61945" "" 294 12
"61946" "" 294 66
"61947" "NM_001131010" 3755 1229
"61948" "" 521 314
"61949" "NM_002636" 2224 578
"61950" "" 332 80
"61951" "" 332 72
"61952" "" 629 249
"61953" "NM_001178115" 3191 2198
"61954" "" 2168 1063
"61955" "" 2168 1063
"61956" "NM_001199156" 1774 200
"61957" "" 2295 35
"61958" "" 2295 98
"61959" "" 2295 116
"61960" "" 2295 118
"61961" "" 2295 181
"61962" "" 2295 149
"61963" "" 2295 270
"61964" "" 2295 145
"61965" "" 2295 82
"61966" "" 2295 517
"61967" "" 1922 87
"61968" "" 1922 56
"61969" "" 1922 78
"61970" "" 1922 417
"61971" "" 1922 88
"61972" "" 669 32
"61973" "" 669 60
"61974" "" 669 307
"61975" "NM_001278225" 2613 1367
"61976" "" 951 187
"61977" "" 3219 1521
"61978" "" 1849 425
"61979" "" 362 29
"61980" "" 362 178
"61981" "NM_002120" 1372 452
"61982" "" 1804 561
"61983" "NM_001320949" 1810 277
"61984" "NM_001320944" 1810 277
"61985" "NM_001254952" 2061 1116
"61986" "" 2777 418
"61987" "" 2131 63
"61988" "" 2131 157
"61989" "" 2131 151
"61990" "" 2131 10
"61991" "" 2381 90
"61992" "" 2381 72
"61993" "" 2381 48
"61994" "" 2381 129
"61995" "" 2381 211
"61996" "" 725 53
"61997" "" 725 144
"61998" "" 725 58
"61999" "" 725 122
"62000" "" 725 99
"62001" "" 725 84
"62002" "NM_003449" 3478 1420
"62003" "" 712 232
"62004" "NM_001321143" 1123 419
"62005" "" 1219 44
"62006" "" 1219 252
"62007" "" 324 202
"62008" "NM_001199120" 577 46
"62009" "" 1111 879
"62010" "" 2485 53
"62011" "NM_001105539" 5458 2243
"62012" "NM_001256716" 2318 400
"62013" "" 1807 93
"62014" "" 1807 117
"62015" "" 1807 87
"62016" "" 1807 97
"62017" "" 1807 165
"62018" "" 1807 200
"62019" "" 1807 165
"62020" "" 1807 83
"62021" "" 1807 403
"62022" "" 668 232
"62023" "" 573 17
"62024" "" 573 299
"62025" "NM_001203265" 2244 23
"62026" "" 1697 44
"62027" "" 934 249
"62028" "" 3137 24
"62029" "" 3137 105
"62030" "" 3137 87
"62031" "" 3137 93
"62032" "" 3137 99
"62033" "" 3137 98
"62034" "" 3137 165
"62035" "" 3137 105
"62036" "" 3137 199
"62037" "" 3137 284
"62038" "" 530 70
"62039" "" 530 80
"62040" "" 530 176
"62041" "NM_001258379" 3775 157
"62042" "NM_001178076" 1588 106
"62043" "" 3844 310
"62044" "" 1072 158
"62045" "" 3665 233
"62046" "NM_033110" 2678 1965
"62047" "" 1118 31
"62048" "" 1118 108
"62049" "" 1118 45
"62050" "" 1118 87
"62051" "" 1118 107
"62052" "" 1965 804
"62053" "" 1058 8
"62054" "" 1058 52
"62055" "" 1058 363
"62056" "NM_001111038" 2274 66
"62057" "" 1718 61
"62058" "" 1718 202
"62059" "" 1718 105
"62060" "" 1718 151
"62061" "" 1718 821
"62062" "" 784 51
"62063" "" 784 486
"62064" "" 1361 653
"62065" "" 1515 63
"62066" "" 1515 128
"62067" "" 1515 621
"62068" "" 872 274
"62069" "" 1209 835
"62070" "" 1104 130
"62071" "" 1104 38
"62072" "" 1104 58
"62073" "" 1104 123
"62074" "" 1104 112
"62075" "" 1104 135
"62076" "" 1104 142
"62077" "" 549 216
"62078" "" 549 161
"62079" "NM_001258374" 3266 465
"62080" "NM_020751" 3563 1538
"62081" "NM_001131026" 2689 18
"62082" "NM_001131026" 2689 169
"62083" "" 670 112
"62084" "" 670 66
"62085" "" 670 125
"62086" "" 670 110
"62087" "" 3219 250
"62088" "" 3219 88
"62089" "" 3219 121
"62090" "" 3219 98
"62091" "" 3219 81
"62092" "" 3219 129
"62093" "" 3219 60
"62094" "" 3219 124
"62095" "" 3219 62
"62096" "" 3219 869
"62097" "" 3219 92
"62098" "" 3219 105
"62099" "" 3219 107
"62100" "" 3219 431
"62101" "" 936 143
"62102" "" 847 48
"62103" "" 847 136
"62104" "" 847 167
"62105" "" 847 167
"62106" "" 847 48
"62107" "NM_001178046" 2810 454
"62108" "" 1641 36
"62109" "" 1641 73
"62110" "" 1641 93
"62111" "" 1641 67
"62112" "" 1641 70
"62113" "" 1641 982
"62114" "" 3172 98
"62115" "" 577 103
"62116" "" 577 128
"62117" "NM_138275" 2230 1635
"62118" "" 982 62
"62119" "" 982 639
"62120" "NM_001135241" 1098 498
"62121" "NM_001134435" 1981 502
"62122" "" 763 128
"62123" "" 763 110
"62124" "" 763 112
"62125" "" 2227 25
"62126" "" 2227 54
"62127" "" 2227 132
"62128" "" 2227 216
"62129" "" 2227 155
"62130" "" 2227 114
"62131" "" 2227 147
"62132" "" 2227 1223
"62133" "" 2952 463
"62134" "" 4515 2365
"62135" "" 4515 74
"62136" "" 4515 193
"62137" "" 4515 40
"62138" "" 4515 85
"62139" "" 4515 238
"62140" "" 4515 47
"62141" "" 4515 231
"62142" "" 4515 833
"62143" "" 998 70
"62144" "" 998 109
"62145" "" 998 172
"62146" "" 998 517
"62147" "" 2323 1066
"62148" "NM_001258438" 2523 129
"62149" "NM_001286116" 1550 593
"62150" "" 946 21
"62151" "" 946 58
"62152" "" 946 110
"62153" "" 946 143
"62154" "" 946 120
"62155" "" 4904 87
"62156" "" 4904 78
"62157" "" 4904 108
"62158" "" 4904 173
"62159" "" 4904 139
"62160" "" 4904 201
"62161" "" 4904 171
"62162" "" 4904 3318
"62163" "" 401 37
"62164" "" 645 283
"62165" "" 725 36
"62166" "" 725 125
"62167" "" 725 182
"62168" "" 725 6
"62169" "NM_001126113" 2580 11
"62170" "NM_001126113" 2580 106
"62171" "NM_001126113" 2580 1286
"62172" "NM_138766" 2898 99
"62173" "" 653 196
"62174" "" 923 178
"62175" "" 2848 516
"62176" "" 733 334
"62177" "" 557 80
"62178" "" 557 132
"62179" "" 2408 912
"62180" "" 819 34
"62181" "" 819 128
"62182" "" 819 160
"62183" "NM_001285450" 2183 772
"62184" "NM_024555" 1727 99
"62185" "NM_001142273" 5660 870
"62186" "" 1829 145
"62187" "" 1829 400
"62188" "NM_001243759" 2903 1619
"62189" "NM_001301061" 985 155
"62190" "" 441 0
"62191" "" 441 49
"62192" "" 441 194
"62193" "" 441 40
"62194" "NM_001199201" 3185 380
"62195" "" 603 323
"62196" "NM_007028" 2043 638
"62197" "" 1640 1026
"62198" "" 1435 841
"62199" "NM_001145396" 2470 117
"62200" "" 673 117
"62201" "NM_213568" 2940 2415
"62202" "NM_005007" 1478 217
"62203" "" 1492 163
"62204" "" 770 78
"62205" "" 770 83
"62206" "" 770 117
"62207" "" 770 149
"62208" "" 770 206
"62209" "NM_182715" 2151 1301
"62210" "" 2000 241
"62211" "" 2000 230
"62212" "" 2000 80
"62213" "" 2000 749
"62214" "" 2000 163
"62215" "" 2000 209
"62216" "" 5462 110
"62217" "" 5462 108
"62218" "" 5462 172
"62219" "" 5462 2469
"62220" "" 795 190
"62221" "" 1521 112
"62222" "" 1521 178
"62223" "" 1521 78
"62224" "" 1521 121
"62225" "" 1521 92
"62226" "" 1521 118
"62227" "" 1521 393
"62228" "NM_001008273" 1164 329
"62229" "" 837 121
"62230" "" 837 92
"62231" "" 837 62
"62232" "" 837 23
"62233" "" 837 89
"62234" "" 837 100
"62235" "" 837 119
"62236" "" 256 144
"62237" "" 2963 37
"62238" "" 2963 1993
"62239" "NM_205838" 726 232
"62240" "NM_001204839" 2378 332
"62241" "" 2253 208
"62242" "NM_001167618" 2296 52
"62243" "NM_001286249" 1276 6
"62244" "NM_001286249" 1276 510
"62245" "" 541 14
"62246" "" 2077 36
"62247" "" 2077 704
"62248" "NM_001270401" 2846 1093
"62249" "" 2784 586
"62250" "" 982 155
"62251" "" 982 98
"62252" "" 982 67
"62253" "" 982 65
"62254" "" 982 121
"62255" "" 982 126
"62256" "" 982 92
"62257" "" 982 38
"62258" "" 569 58
"62259" "" 569 78
"62260" "" 569 123
"62261" "NM_001136538" 4071 620
"62262" "" 565 323
"62263" "" 600 113
"62264" "" 600 70
"62265" "" 600 16
"62266" "" 1903 1263
"62267" "" 1943 1547
"62268" "" 552 32
"62269" "NM_016238" 3045 1243
"62270" "NM_005031" 594 28
"62271" "NM_005031" 594 133
"62272" "NM_001144890" 2048 142
"62273" "" 2027 1136
"62274" "NM_001142577" 3600 1522
"62275" "" 8394 134
"62276" "" 8394 71
"62277" "" 8394 115
"62278" "" 8394 1063
"62279" "NM_004984" 5824 35
"62280" "NM_004984" 5824 2414
"62281" "" 1956 205
"62282" "" 1956 123
"62283" "" 1956 198
"62284" "" 1956 125
"62285" "" 1956 98
"62286" "" 1956 97
"62287" "" 1956 52
"62288" "" 1956 62
"62289" "" 1956 41
"62290" "" 1956 269
"62291" "" 1956 272
"62292" "" 547 39
"62293" "" 547 14
"62294" "" 547 111
"62295" "" 547 196
"62296" "" 547 123
"62297" "" 547 37
"62298" "" 3594 792
"62299" "" 455 323
"62300" "" 657 87
"62301" "" 657 74
"62302" "" 657 61
"62303" "" 657 51
"62304" "" 657 91
"62305" "" 657 99
"62306" "" 657 49
"62307" "NM_001142476" 698 114
"62308" "NM_001142477" 698 114
"62309" "" 617 115
"62310" "" 617 206
"62311" "NM_001291310" 5738 3870
"62312" "NM_018461" 5738 3870
"62313" "NM_001276718" 4215 1391
"62314" "" 5514 2607
"62315" "NM_001184830" 2190 1096
"62316" "NM_001184831" 2190 1096
"62317" "NM_001257403" 2190 1096
"62318" "" 2502 53
"62319" "NM_001135999" 5636 515
"62320" "NM_145650" 3156 2031
"62321" "NM_001160160" 7170 1192
"62322" "NM_001003693" 920 3
"62323" "" 2683 593
"62324" "NM_001256449" 2631 184
"62325" "NM_001130683" 2631 184
"62326" "NM_205838" 726 232
"62327" "" 388 40
"62328" "" 388 47
"62329" "" 388 146
"62330" "NM_148919" 1124 241
"62331" "" 1778 359
"62332" "NM_181493" 729 155
"62333" "" 2741 1719
"62334" "" 564 91
"62335" "NM_145029" 808 193
"62336" "NM_001142501" 1617 140
"62337" "NM_006772" 5916 1782
"62338" "" 784 144
"62339" "NM_000746" 2071 457
"62340" "NM_001190455" 2071 457
"62341" "NM_001144883" 4253 1470
"62342" "NM_001144882" 4253 1470
"62343" "NM_021177" 876 360
"62344" "" 1962 203
"62345" "" 1962 120
"62346" "" 1962 220
"62347" "" 1962 136
"62348" "" 1962 217
"62349" "" 1962 181
"62350" "" 1962 163
"62351" "" 1962 429
"62352" "" 2574 223
"62353" "" 2257 469
"62354" "NM_001195800" 2333 167
"62355" "" 2261 933
"62356" "" 2261 80
"62357" "" 2261 172
"62358" "" 2261 108
"62359" "" 2261 132
"62360" "" 2261 92
"62361" "" 2261 97
"62362" "" 2261 304
"62363" "" 1552 42
