Ensembl Transcript ID	RefSeq mRNA [e.g. NM_001195597]	Transcript length (including UTRs and CDS)
ENST00000307378	NM_021094	7682
ENST00000307378	NM_134431	7682
ENST00000597029	NM_153719	2053
ENST00000589280		642
ENST00000341594		26584
ENST00000535601	NM_001163280	3019
ENST00000439040		7720
ENST00000554729		1608
ENST00000587493		885
ENST00000414508	NM_030984	1901
ENST00000487817		660
ENST00000416849	NM_001166253	2505
ENST00000447313	NM_001291088	9009
ENST00000592128		2112
ENST00000544020		2322
ENST00000597723		1824
ENST00000610489		1754
ENST00000431156		2363
ENST00000585579		1720
ENST00000429136		3729
ENST00000596217		3590
ENST00000557254		2700
ENST00000458504		2008
ENST00000520636		1588
ENST00000549706		2183
ENST00000461660		3517
ENST00000523305		485
ENST00000544290		2382
ENST00000497567		532
ENST00000556306		467
ENST00000290524	NM_001025603	3576
ENST00000290524	NM_000449	3576
ENST00000469990		1232
ENST00000303868	NM_031951	8847
ENST00000537914		1018
ENST00000553030		2000
ENST00000561342		1066
ENST00000557430		535
ENST00000368870		2459
ENST00000613904	NM_025115	2516
ENST00000613904	NM_001102401	2516
ENST00000613904	NM_001265581	2516
ENST00000535230		4417
ENST00000484023		522
ENST00000552539		643
ENST00000448038		6001
ENST00000556568		530
ENST00000473328		542
ENST00000436637		765
ENST00000484628		756
ENST00000554648		358
ENST00000339762		1779
ENST00000042931	NM_017682	1908
ENST00000480967		735
ENST00000380473	NM_152325	1478
ENST00000484229		601
ENST00000485194		586
ENST00000539983		1504
ENST00000297977	NM_001177479	6200
ENST00000297977	NM_144657	6200
ENST00000492983		594
ENST00000546197		1048
ENST00000595463		563
ENST00000540995		483
ENST00000531960		804
ENST00000457986		490
ENST00000543108		580
ENST00000561009		546
ENST00000506585	NM_001177478	6158
ENST00000530916		727
ENST00000546116		751
ENST00000448903	NM_012305	4575
ENST00000446356		542
ENST00000256031	NM_024524	7322
ENST00000477907		648
ENST00000380225	NM_002175	1024
ENST00000366557		4888
ENST00000481743		442
ENST00000373177		2924
ENST00000560365		623
ENST00000619199		5227
ENST00000529346		1718
ENST00000481087		393
ENST00000569482	NM_001256495	3177
ENST00000431245		604
ENST00000472135		1718
ENST00000508842		582
ENST00000395184	NM_001025616	4661
ENST00000267935	NM_017828	1067
ENST00000561415		1769
ENST00000382436		1554
ENST00000245312	NM_000452	3779
ENST00000559284		583
ENST00000449553		786
ENST00000366555		609
ENST00000571841		889
ENST00000503995		1273
ENST00000567195	NM_001284378	677
ENST00000611553		2996
ENST00000377136		3024
ENST00000593652		905
ENST00000506421		857
ENST00000560275		841
ENST00000505856		485
ENST00000465509		475
ENST00000595761		533
ENST00000494538		1813
ENST00000377133	NM_001318022	3021
ENST00000377133	NM_030883	3021
ENST00000509709		631
ENST00000566843		2284
ENST00000561412		608
ENST00000560852		731
ENST00000599567		579
ENST00000484371		496
ENST00000564815		639
ENST00000324076		658
ENST00000617917		3334
ENST00000512201		567
ENST00000600645		567
ENST00000559863		573
ENST00000377132		2253
ENST00000562610		850
ENST00000451925		567
ENST00000444469	NM_001190764	1000
ENST00000559229		567
ENST00000338995	NM_001284377	722
ENST00000528815		3072
ENST00000613125		2561
ENST00000396792		1294
ENST00000560542		819
ENST00000560311		648
ENST00000610358		1877
ENST00000395183	NM_001042669	2740
ENST00000528195		562
ENST00000531548		554
ENST00000622791		720
ENST00000509300		572
ENST00000534485		556
ENST00000486387		2433
ENST00000527024		527
ENST00000473369		986
ENST00000514229	NM_001287805	1936
ENST00000522362	NM_007257	4965
ENST00000487541		974
ENST00000484554		973
ENST00000617722		1979
ENST00000526753		464
ENST00000530801		557
ENST00000457288		449
ENST00000567023		926
ENST00000524559		935
ENST00000508074		557
ENST00000467791		599
ENST00000527917		261
ENST00000596437		894
ENST00000490294		369
ENST00000393042	NM_201613	1368
ENST00000502537		725
ENST00000524952		490
ENST00000565683	NM_001256494	3300
ENST00000600583		782
ENST00000610377		1160
ENST00000503917		429
ENST00000594673		564
ENST00000620776		452
ENST00000521740		576
ENST00000628083	NM_001256888	1117
ENST00000599788		564
ENST00000391857	NM_012423	1181
ENST00000452671		2355
ENST00000563622	NM_001256496	2961
ENST00000613716		1820
ENST00000525891		743
ENST00000482648		5596
ENST00000617933		721
ENST00000529438		572
ENST00000600935		587
ENST00000264343	NM_031305	4572
ENST00000329451	NM_173573	2084
ENST00000469972		5817
ENST00000526401		631
ENST00000567720		544
ENST00000596680		473
ENST00000518212		595
ENST00000267978	NM_006715	3284
ENST00000526376		586
ENST00000441853		1051
ENST00000392746		2056
ENST00000382774	NM_001528	2159
ENST00000529427		345
ENST00000521875		590
ENST00000637610		2542
ENST00000601665		531
ENST00000486629		798
ENST00000531497		3822
ENST00000475144		519
ENST00000599560		562
ENST00000528816		598
ENST00000525949		547
ENST00000511533	NM_001297439	2016
ENST00000422595		902
ENST00000492515		608
ENST00000311841		2382
ENST00000458054		593
ENST00000566230		490
ENST00000523244		625
ENST00000332231	NM_001242837	4656
ENST00000450506		903
ENST00000561693		1152
ENST00000564587		588
ENST00000595373		601
ENST00000379579	NM_001142634	1759
ENST00000379579	NM_001008779	1759
ENST00000599186		466
ENST00000522450		587
ENST00000458484		537
ENST00000491044		898
ENST00000597814		510
ENST00000522764		761
ENST00000342502	NM_201612	1645
ENST00000509689		1894
ENST00000523616		563
ENST00000599830		588
ENST00000637876		1786
ENST00000506132		743
ENST00000368597	NM_001256889	1311
ENST00000368597	NM_153036	1311
ENST00000334056	NM_182756	1801
ENST00000637269		394
ENST00000598301		565
ENST00000417881		2569
ENST00000452373		568
ENST00000449210		758
ENST00000469513		396
ENST00000565517		536
ENST00000333822	NM_031960	1161
ENST00000564068		4204
ENST00000439646		755
ENST00000480484		3225
ENST00000566099		1316
ENST00000421986		558
ENST00000467226		377
ENST00000347063	NM_173662	1604
ENST00000566569		848
ENST00000567399		976
ENST00000561662		482
ENST00000318329		468
ENST00000563528		367
ENST00000430227		585
ENST00000568034		1085
ENST00000357806		1469
ENST00000435314		583
ENST00000567377		461
ENST00000405399	NM_001256887	1165
ENST00000512453		1640
ENST00000299157	NM_153687	3189
ENST00000562789	NM_001284379	746
ENST00000302174	NM_024047	1701
ENST00000513656		824
ENST00000219473	NM_005153	3009
ENST00000368596		1353
ENST00000531941		579
ENST00000416379	NM_001134450	2881
ENST00000568301		666
ENST00000217958	NM_002814	1546
ENST00000478564		555
ENST00000412774		562
ENST00000568877		770
ENST00000427289	NM_206809	2142
ENST00000503694		3203
ENST00000565834		1671
ENST00000437327		597
ENST00000508248		585
ENST00000482220		702
ENST00000563220		1897
ENST00000436271		545
ENST00000423895		2499
ENST00000512216		690
ENST00000339375	NM_152913	3015
ENST00000508967		462
ENST00000494217		588
ENST00000472743		774
ENST00000514345		556
ENST00000569245		867
ENST00000587567		1154
ENST00000562743		888
ENST00000506505		524
ENST00000479681		583
ENST00000562310		568
ENST00000282356	NM_001323377	12240
ENST00000282356	NM_001323376	12240
ENST00000282356	NM_001323374	12240
ENST00000282356	NM_001323375	12240
ENST00000282356	NM_001744	12240
ENST00000472801		4616
ENST00000507512		512
ENST00000467056		1483
ENST00000567935		502
ENST00000569511		571
ENST00000473942	NM_198038	2458
ENST00000450876		3891
ENST00000444392		596
ENST00000562092		254
ENST00000392833	NM_001167911	3979
ENST00000474857		867
ENST00000514227		566
ENST00000624069		1122
ENST00000452456		567
ENST00000509321		585
ENST00000428261		561
ENST00000493860		857
ENST00000526909		3844
ENST00000563892		570
ENST00000504544		571
ENST00000478758		2214
ENST00000506358		558
ENST00000557267		291
ENST00000372296		878
ENST00000345589	NM_001134451	2261
ENST00000305783	NM_016125	2101
ENST00000529680		551
ENST00000372295		779
ENST00000493391	NM_001300970	3425
ENST00000440591	NM_001248011	951
ENST00000554567		730
ENST00000530093		414
ENST00000420739		940
ENST00000361815	NM_170750	768
ENST00000515231		1678
ENST00000461092		589
ENST00000502933		440
ENST00000415443		577
ENST00000533500		587
ENST00000465061		1762
ENST00000555498		595
ENST00000340200		713
ENST00000362010	NM_001167912	4202
ENST00000486839		547
ENST00000447324		566
ENST00000527807		814
ENST00000434391	NM_001319959	3338
ENST00000445790		679
ENST00000553388		1039
ENST00000295872	NM_144718	5417
ENST00000531348		582
ENST00000531981		854
ENST00000558468		4798
ENST00000453153	NM_024622	2967
ENST00000338548		514
ENST00000549687		2328
ENST00000515371		576
ENST00000392832	NM_024621	3044
ENST00000509408		599
ENST00000467618		622
ENST00000526380		545
ENST00000383754	NM_182935	3051
ENST00000514007		852
ENST00000376027		1106
ENST00000379328	NM_001002295	3078
ENST00000472419		648
ENST00000504090		548
ENST00000502916		563
ENST00000488772		581
ENST00000530636		2469
ENST00000505763		788
ENST00000509645		2560
ENST00000490590		493
ENST00000540269		3070
ENST00000317568	NM_031904	3723
ENST00000496105		3521
ENST00000472481		728
ENST00000346208	NM_002051	2654
ENST00000510858		782
ENST00000495812		568
ENST00000482685		552
ENST00000436143		571
ENST00000426782	NM_206814	1583
ENST00000564566		561
ENST00000569801		540
ENST00000548392		790
ENST00000512890		803
ENST00000441980	NM_001278323	830
ENST00000432615		4134
ENST00000480527		590
ENST00000461472		895
ENST00000484279		794
ENST00000469007		699
ENST00000567163		1356
ENST00000453929	NM_001281476	2791
ENST00000526198		2289
ENST00000479987		665
ENST00000240100	NM_001394	5537
ENST00000564570		803
ENST00000531296		366
ENST00000309134	NM_001286094	1659
ENST00000460832		979
ENST00000562283		569
ENST00000488946		2312
ENST00000635101		3948
ENST00000482446		1893
ENST00000530118		561
ENST00000496859		556
ENST00000449590	NM_000316	2123
ENST00000311042	NM_001278322	3388
ENST00000563048		1315
ENST00000495505		591
ENST00000466544		1809
ENST00000524474		907
ENST00000479992		850
ENST00000550067		557
ENST00000488951		541
ENST00000520753	NM_001184902	3041
ENST00000240101	NM_057158	2959
ENST00000418619		2070
ENST00000274353	NM_001713	2502
ENST00000421125	NM_002433	1681
ENST00000486930		652
ENST00000531471		448
ENST00000488516		468
ENST00000486103		770
ENST00000440561	NM_206810	1564
ENST00000526651		572
ENST00000477613		796
ENST00000570191	NM_001272075	2717
ENST00000427125		1914
ENST00000528854		572
ENST00000467825		660
ENST00000494677	NM_001167915	1714
ENST00000532545		419
ENST00000409086	NM_001127257	5432
ENST00000409709	NM_000260	7462
ENST00000360820	NM_001317784	5779
ENST00000360820	NM_017988	5779
ENST00000487293		681
ENST00000520335		748
ENST00000392170	NM_001145343	2755
ENST00000533782		677
ENST00000476268		1623
ENST00000484257		618
ENST00000563386		590
ENST00000520703		591
ENST00000355991	NM_001300832	3514
ENST00000522773		2884
ENST00000549486		503
ENST00000589113		740
ENST00000524080		1207
ENST00000474171		521
ENST00000528770		2233
ENST00000457626	NM_206811	1612
ENST00000569038		730
ENST00000268919	NM_032559	2313
ENST00000550251		501
ENST00000468655		407
ENST00000444674	NM_001170418	1862
ENST00000444674	NM_001008228	1862
ENST00000633633		3635
ENST00000570053		502
ENST00000416776	NM_001300833	1818
ENST00000486149		2527
ENST00000530452		704
ENST00000490235		696
ENST00000409893	NM_001127179	4050
ENST00000523508		590
ENST00000553148		523
ENST00000493737		586
ENST00000566512		575
ENST00000476300		619
ENST00000405198		3838
ENST00000452959		5675
ENST00000533816		540
ENST00000526201		568
ENST00000563023		574
ENST00000521279		711
ENST00000548871		429
ENST00000525156		380
ENST00000531393		2304
ENST00000563433		540
ENST00000425468	NM_001199479	1791
ENST00000313049		2123
ENST00000566378		465
ENST00000424129	NM_001145345	2644
ENST00000424129	NM_001145344	2644
ENST00000417376		687
ENST00000458637	NM_001127180	7336
ENST00000424090		1340
ENST00000531151		548
ENST00000547202		894
ENST00000468233	NM_001167916	1401
ENST00000586083		1425
ENST00000452939		793
ENST00000569925		572
ENST00000438035		1045
ENST00000442631		911
ENST00000444421		544
ENST00000427245		868
ENST00000621674	NM_001270491	1098
ENST00000527832		1597
ENST00000547735		542
ENST00000252207	NM_006299	1621
ENST00000564785		4820
ENST00000427002		584
ENST00000482434		779
ENST00000445210		1850
ENST00000567526		330
ENST00000527611		297
ENST00000458179	NM_001008229	1537
ENST00000477207		884
ENST00000479860		545
ENST00000567360		457
ENST00000534679		750
ENST00000376019		1689
ENST00000531979	NM_001199480	1601
ENST00000472909		587
ENST00000440073		1726
ENST00000487753		746
ENST00000409619		7106
ENST00000527436		2062
ENST00000534027		342
ENST00000376296	NM_001010909	3651
ENST00000428220		2063
ENST00000473907		715
ENST00000526391		757
ENST00000467211		252
ENST00000534449		491
ENST00000460937		570
ENST00000395653		1430
ENST00000475050		582
ENST00000338086	NM_015317	6112
ENST00000338086	NM_001282790	6112
ENST00000524973		403
ENST00000534025	NM_020644	2083
ENST00000527844		1182
ENST00000476221		446
ENST00000480361		474
ENST00000461299		730
ENST00000486277		1871
ENST00000440577		4352
ENST00000359634	NM_020342	5322
ENST00000568076		1968
ENST00000494354		925
ENST00000493966		1731
ENST00000489602		557
ENST00000374186		656
ENST00000611786	NM_080592	1256
ENST00000317368	NM_001166019	3903
ENST00000465698		1513
ENST00000478704		1981
ENST00000491220		198
ENST00000358495	NM_134424	2710
ENST00000358495	NM_001297421	2710
ENST00000402502		2935
ENST00000458129		651
ENST00000582161		767
ENST00000483440		556
ENST00000434377	NM_032838	5197
ENST00000460175		964
ENST00000367278	NM_001017403	3567
ENST00000537559	NM_001167917	992
ENST00000469069		826
ENST00000490109		731
ENST00000376022		828
ENST00000489871		1092
ENST00000369980	NM_001569	3666
ENST00000472057		727
ENST00000422115		692
ENST00000498348		483
ENST00000472515		561
ENST00000376021	NM_001286776	1038
ENST00000255432	NM_021636	3406
ENST00000421126		1908
ENST00000525069	NM_001286095	1433
ENST00000415756		519
ENST00000419744		612
ENST00000631565		2816
ENST00000430002	NM_001184744	1947
ENST00000520153	NM_014959	2617
ENST00000566228	NM_032167	8171
ENST00000528117		949
ENST00000615612	NM_002073	3333
ENST00000487787		3377
ENST00000430412		4478
ENST00000360295	NM_001098635	4306
ENST00000475767		1875
ENST00000473606		560
ENST00000530136		625
ENST00000423542		792
ENST00000412905		337
ENST00000492538		652
ENST00000551993	NM_206812	2041
ENST00000369974	NM_001025243	3319
ENST00000540632	NM_001290202	3804
ENST00000479571		581
ENST00000267814	NM_003104	4909
ENST00000464301		571
ENST00000633655	NM_004745	1336
ENST00000432560	NM_145730	4146
ENST00000376032	NM_138779	1165
ENST00000439764	NM_001017404	2487
ENST00000444230		1125
ENST00000418005		563
ENST00000357586	NM_001127	4176
ENST00000633162		1252
ENST00000190165	NM_021240	2183
ENST00000610855		1633
ENST00000376029	NM_001286775	959
ENST00000465851		2009
ENST00000503519		557
ENST00000417254		497
ENST00000481328		5740
ENST00000614442		3188
ENST00000487260		399
ENST00000398780	NM_001143833	446
ENST00000415447		2838
ENST00000619215	NM_031264	2318
ENST00000522051		4680
ENST00000403432		3594
ENST00000476089		1846
ENST00000458169		4616
ENST00000558789		1553
ENST00000519646		2587
ENST00000442400		955
ENST00000467137		768
ENST00000520015	NM_001184903	1931
ENST00000335017	NM_181788	1300
ENST00000317338	NM_178860	4471
ENST00000416644		474
ENST00000521613		1903
ENST00000564111		2248
ENST00000308543		866
ENST00000605744		2705
ENST00000525682	NM_001243564	1235
ENST00000375108	NM_000929	1161
ENST00000521415		1709
ENST00000477274		705
ENST00000506931		454
ENST00000468987		644
ENST00000568949		636
ENST00000526863		456
ENST00000405489	NM_016085	1059
ENST00000519940		2056
ENST00000478803		949
ENST00000568359		601
ENST00000455690		784
ENST00000236342	NM_205861	1403
ENST00000559230		1502
ENST00000481532		560
ENST00000632429		1311
ENST00000563308		683
ENST00000484646		548
ENST00000420234		562
ENST00000395511	NM_015510	2175
ENST00000441021		556
ENST00000558580		1395
ENST00000523579		673
ENST00000564791		1633
ENST00000284885	NM_002772	3947
ENST00000632924		408
ENST00000429419		547
ENST00000560488		584
ENST00000519302		751
ENST00000579099		444
ENST00000422787		754
ENST00000632059		625
ENST00000526219	NM_001243565	1072
ENST00000562510		536
ENST00000322734	NM_173658	5834
ENST00000559562		864
ENST00000523668		583
ENST00000631535		550
ENST00000474775		452
ENST00000432105		584
ENST00000373255	NM_018649	1980
ENST00000522068		573
ENST00000578426		998
ENST00000446940		525
ENST00000409248	NM_001168243	433
ENST00000634167		496
ENST00000455786		908
ENST00000558574		353
ENST00000374185		1148
ENST00000620575		4016
ENST00000523750		633
ENST00000592345		772
ENST00000424110		546
ENST00000447630		1047
ENST00000581020		1910
ENST00000589203		7112
ENST00000518596		1047
ENST00000487944		717
ENST00000474941		567
ENST00000517778		620
ENST00000514667		6393
ENST00000569430		3867
ENST00000579303		1479
ENST00000409860	NM_001141936	477
ENST00000521092		555
ENST00000011691	NM_016305	815
ENST00000407298	NM_001270411	1282
ENST00000522889		567
ENST00000577350		744
ENST00000587419		2114
ENST00000617105	NM_001171968	3489
ENST00000617105	NM_021924	3489
ENST00000360009	NM_024887	3245
ENST00000522431		622
ENST00000592049		558
ENST00000411774	NM_000434	2071
ENST00000606999	NM_001170795	956
ENST00000346603		1567
ENST00000532196		1238
ENST00000533087		582
ENST00000402182		1844
ENST00000583388		668
ENST00000335760		1359
ENST00000519332	NM_001184904	500
ENST00000592411		585
ENST00000581463		729
ENST00000531312		496
ENST00000319801	NM_001282791	6002
ENST00000520007		614
ENST00000380171		1240
ENST00000525165		573
ENST00000361078	NM_001282752	6251
ENST00000521437		579
ENST00000525326		492
